gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
F,Department of Health and Human Services,Fulltime-Regular,Manager III,,1997,119796.3
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,55328.0
F,Office of Public Information,Fulltime-Regular,Customer Service Representative II,,2002,59767.05
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,Permitting Services Specialist II,1988,100849.36
M,Department of Police,Fulltime-Regular,Police Sergeant,,1994,107128.71
M,Department of Permitting Services,Fulltime-Regular,Manager III,,2004,135270.36
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2003,89620.0
M,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2006,57371.98
F,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,88859.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Department of Health and Human Services,Fulltime-Regular,Administrative Specialist III,,2006,89919.38
F,Department of Transportation,Fulltime-Regular,Manager II,,2014,136713.45
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2008,43028.88
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2009,60097.19
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1988,69222.18
F,Department of Transportation,Fulltime-Regular,Office Services Coordinator,,1978,69222.18
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Assistant Manager,,2012,52734.57
M,Department of Police,Fulltime-Regular,Police Officer III,,2011,78096.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2016,64571.25
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,,1992,110886.71
M,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Aide,,2013,43525.71
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1978,76015.03
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Candidate,,2016,47693.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1998,91532.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2000,118930.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2008,86910.51
M,Department of Transportation,Fulltime-Regular,Senior Supply Technician,,1989,70422.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1989,107128.71
F,Department of Public Libraries,Fulltime-Regular,Library Associate,,2014,54905.64
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2014,54535.86
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,43525.12
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2006,70052.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist III,,1994,91751.37
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,86537.84
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.87
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,86537.84
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1999,80784.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2004,78096.0
M,Department of Transportation,Fulltime-Regular,Depot Supply Coordinator,,1989,62875.6
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,46626.87
F,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1998,98060.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,2014,48572.17
M,Department of Public Libraries,Parttime-Regular,Library Desk Assistant,,2010,22524.26
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2009,58422.0
F,Department of Transportation,Fulltime-Regular,Equipment Operator I,,1998,53163.59
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,1999,73819.32
F,Department of Liquor Control,Fulltime-Regular,Program Manager II,,2000,102664.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1993,91969.07
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2006,76311.46
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
M,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1994,30100.72
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,,1999,107657.0
F,Department of Transportation,Fulltime-Regular,Executive Administrative Aide,,1995,70422.0
F,Department of Police,Fulltime-Regular,Senior Forensic Scientist,,2007,88440.86
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45048.5
M,Correction and Rehabilitation,Fulltime-Regular,Resident Supervisor II,,2013,56731.79
F,Department of Health and Human Services,Fulltime-Regular,Environmental Health Specialist III,Environmental Health Specialist II,2016,56387.0
M,Department of Health and Human Services,Fulltime-Regular,Senior Information Technology Specialist,,1985,120768.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Health Nurse II,,2016,65604.39
M,Fire and Rescue Services,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,2009,52032.19
M,Department of Police,Fulltime-Regular,Police Officer III,,2006,86588.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1997,113316.0
F,Office of Human Resources,Fulltime-Regular,Administrative Specialist I,,2000,73801.0
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,1991,100849.36
F,Department of Finance,Fulltime-Regular,Office Services Coordinator,,2012,56520.51
M,Department of General Services,Fulltime-Regular,Depot Supply Coordinator,,2004,64141.0
F,Department of Technology Services,Fulltime-Regular,Manager II,,2009,156525.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2001,48144.42
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,2013,50888.15
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2008,64854.0
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2006,58322.67
M,Department of Police,Fulltime-Regular,Police Sergeant,,2003,96624.0
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,1993,72534.66
F,Department of Police,Fulltime-Regular,Police Officer III,,1995,92756.7
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1988,69222.18
M,Department of Finance,Fulltime-Regular,Accountant/Auditor III,Accountant/Auditor I,2014,70295.68
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,72433.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1986,113418.6
F,Department of Transportation,Fulltime-Regular,Traffic Management Technician II,Traffic Management Technician I,2016,39257.31
F,Department of Transportation,Fulltime-Regular,Office Services Coordinator,,1984,69222.18
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2004,69390.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2006,41953.24
M,Department of Police,Fulltime-Regular,Police Officer III,,2007,78096.0
F,Department of Public Libraries,Fulltime-Regular,Library Assistant I,,1988,60201.44
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2002,78052.0
M,Department of Environmental Protection,Fulltime-Regular,Program Specialist II,,2000,84753.01
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,1994,57476.06
F,Board of Elections,Fulltime-Regular,Office Services Coordinator,,1999,56588.09
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist I,2015,42662.89
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2004,70601.26
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,43525.12
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2009,37838.46
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1985,97224.98
F,Non-Departmental Account,Fulltime-Regular,Senior Retirement Analyst,Retirement Analyst,2016,87435.0
M,County Attorney's Office,Fulltime-Regular,Assistant County Attorney III,,2010,112561.69
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45049.12
F,Department of Health and Human Services,Fulltime-Regular,Executive Administrative Aide,,2007,66330.33
M,Department of General Services,Fulltime-Regular,Building Services Worker II,,2003,45775.85
M,Department of Technology Services,Fulltime-Regular,Communications Equipment Technician II,,2006,81066.0
F,Department of Finance,Fulltime-Regular,Office Services Coordinator,,1998,67206.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,72921.0
F,Correction and Rehabilitation,Fulltime-Regular,Food Service Manager,,2013,99746.18
M,Office of Human Rights,Fulltime-Regular,Investigator III,,2000,92229.93
F,Department of Transportation,Fulltime-Regular,Bus Operator,,1992,66065.23
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2006,76716.0
F,Department of Police,Fulltime-Regular,Master Police Officer,,2005,79227.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Sheriff's Office,Fulltime-Regular,Administrative Specialist III,,1997,85698.61
F,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,1990,104717.28
M,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1982,18723.15
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1998,88859.0
F,Department of Finance,Fulltime-Regular,Manager III,,1989,120600.0
M,Department of Public Libraries,Fulltime-Regular,Manager III,,2002,105290.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2011,75453.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,1989,63067.93
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2007,72967.98
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2012,29779.06
F,Department of Public Libraries,Fulltime-Regular,Librarian I,,2014,53421.78
M,Department of Police,Fulltime-Regular,Master Police Officer,,2003,84871.0
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2006,69475.0
F,Department of Police,Fulltime-Regular,Public Safety Emergency Communications Supervisor,,1995,93396.0
M,Department of Transportation,Fulltime-Regular,Property Manager II,,1990,97912.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1990,107128.71
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2004,72861.0
M,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,2013,91220.65
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2001,23318.28
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2012,59027.0
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27799.2
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2012,40946.22
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
M,Department of General Services,Fulltime-Regular,Property Manager II,,1990,99870.24
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,2000,24865.53
F,Department of Police,Fulltime-Regular,Police Services Assistant,,1999,67206.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45048.5
F,Department of Public Libraries,Parttime-Regular,Librarian I,,1998,41598.04
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2000,76741.59
M,Department of Police,Fulltime-Regular,Police Officer III,,2000,89620.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2015,45261.0
M,Department of General Services,Fulltime-Regular,HVAC Mechanic I,,2014,51069.59
F,Department of Health and Human Services,Parttime-Regular,Social Worker III,,1996,88120.8
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1999,80784.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,46626.87
M,Department of Police,Fulltime-Regular,Master Police Officer,,1997,94099.0
M,Department of Transportation,Fulltime-Regular,Motor Pool Attendant,,1989,65694.01
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2007,62903.0
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27799.2
M,County Council,Fulltime-Regular,Manager I,,2007,172749.96
F,Department of Public Libraries,Fulltime-Regular,Librarian II,,1977,100849.36
M,Fire and Rescue Services,Fulltime-Regular,Manager III,,2002,135392.0
M,Department of Public Libraries,Parttime-Regular,Library Desk Assistant,,2000,23682.83
M,Department of Police,Fulltime-Regular,Master Police Officer,,2004,82001.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,1998,85405.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2006,72902.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1995,107128.71
M,Department of Public Libraries,Parttime-Regular,Library Aide,,2002,18247.04
F,Board of Elections,Fulltime-Regular,Office Services Coordinator,,2004,52081.11
F,Department of Transportation,Fulltime-Regular,Management and Budget Specialist III,,1984,104717.28
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2013,66154.61
F,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2012,29779.06
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
M,Department of General Services,Fulltime-Regular,Program Specialist II,,2003,72497.95
F,Department of Police,Fulltime-Regular,Police Officer III,,2011,65752.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2008,89952.79
